message,timestamp,id,n_replies,n_likes,media_id,in_reply_to,from.id,from.username,from.is_verified,from.url,from.profile_pic,urls,n_urls
@navid.r.mh https://www.who.int/reproductivehealth/publications/eliminating-virginity-testing-interagency-statement/en/,2020-12-31 19:38:52,1.8090103921223596e+16,,0.0,2.473520200870642e+18,1.796217718937038e+16,29402122623.0,donotexist_01,,https://www.instagram.com/donotexist_01,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/229658669_215360363849602_7747414163494158304_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=etRNsIU5D-IAX9HWrDw&edm=AF1ddXUBAAAA&ccb=7-4&oh=18698e3c7ddd56d55bf6047d64330122&oe=6133EA15&_nc_sid=3f1853,['https://www.who.int/reproductivehealth/publications/eliminating-virginity-testing-interagency-statement/en/'],1
@navid.r.mh https://www.who.int/reproductivehealth/publications/eliminating-virginity-testing-interagency-statement/en/,2020-12-31 19:38:52,1.8090103921223596e+16,,0.0,2.473520200870642e+18,1.796217718937038e+16,29402122623.0,donotexist_01,,https://www.instagram.com/donotexist_01,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/229658669_215360363849602_7747414163494158304_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=etRNsIU5D-IAX9HWrDw&edm=AF1ddXUBAAAA&ccb=7-4&oh=18698e3c7ddd56d55bf6047d64330122&oe=6133EA15&_nc_sid=3f1853,['https://www.who.int/reproductivehealth/publications/eliminating-virginity-testing-interagency-statement/en/'],1
@navid.r.mh https://www.who.int/reproductivehealth/publications/eliminating-virginity-testing-interagency-statement/en/,2020-12-31 19:38:52,1.8090103921223596e+16,,0.0,2.473520200870642e+18,1.796217718937038e+16,29402122623.0,donotexist_01,,https://www.instagram.com/donotexist_01,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/229658669_215360363849602_7747414163494158304_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=etRNsIU5D-IAX9HWrDw&edm=AF1ddXUBAAAA&ccb=7-4&oh=18698e3c7ddd56d55bf6047d64330122&oe=6133EA15&_nc_sid=3f1853,['https://www.who.int/reproductivehealth/publications/eliminating-virginity-testing-interagency-statement/en/'],1
"UNETE A NUESTRO NUEVO GRUPO Y COMPARTE TUS FOTOS DE SUPER HEROINAS
https://m.facebook.com/groups/842683096508030/?multi_permalinks=846620846114255%2C846619772781029%2C846359966140343&notif_t=group_activity&notif_id=1608969727713705&ref=m_notif",2020-12-26 14:47:58,1.7884998013893518e+16,0.0,0.0,2.47216241154344e+18,,1447116609.0,manuelromerogil1,False,https://www.instagram.com/manuelromerogil1,,['https://m.facebook.com/groups/842683096508030/?multi_permalinks=846620846114255%2C846619772781029%2C846359966140343&notif_t=group_activity&notif_id=1608969727713705&ref=m_notif'],1
"UNETE A NUESTRO NUEVO GRUPO Y COMPARTE TUS FOTOS DE SUPER HEROINAS
https://m.facebook.com/groups/842683096508030/?multi_permalinks=846620846114255%2C846619772781029%2C846359966140343&notif_t=group_activity&notif_id=1608969727713705&ref=m_notif",2020-12-26 14:48:01,1.7852580539418116e+16,0.0,0.0,2.47216241154344e+18,,1447116609.0,manuelromerogil1,False,https://www.instagram.com/manuelromerogil1,,['https://m.facebook.com/groups/842683096508030/?multi_permalinks=846620846114255%2C846619772781029%2C846359966140343&notif_t=group_activity&notif_id=1608969727713705&ref=m_notif'],1
https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2020-12-01 22:58:11,1.7861203016277574e+16,0.0,1.0,2.454629896075737e+18,,3703701611.0,becauseitsjohnnydepp,False,https://www.instagram.com/becauseitsjohnnydepp,,['https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2'],1
https://www.nativedsd.com/album-of-the-year-audience-award-voting/💋💋💋💋💋💋💋,2020-12-30 22:47:24,1.8056460913263464e+16,0.0,0.0,2.4757685503989857e+18,,2953532144.0,albert_celaia,False,https://www.instagram.com/albert_celaia,,['https://www.nativedsd.com/album-of-the-year-audience-award-voting/💋💋💋💋💋💋💋'],1
"@wildflower572 I feel you are quick to jump to AH's defense due to your abuse I guess. BTW I too am a victim of abuse and he's in Prison for it right now!. I still believe she's a bully. Yes every situation is different. Yes I am saying size ( dose not ) matter in an abuse case if you think so tell me why! I still think he makes more sense then she dose. I believe he had more evidence and she changed her story on the stand several times. In her own words she admitted to hitting him, defence or not she still admitted hitting. i don't think it's impossible for a woman to be strong and still be a victim but the same goes for a man! I think she's a bully and a spoiled brat!. I was answering a question on Instagram and why I felt that way. Which is my right! As you have yours! I will believe what I want and your free to believe what you want. I don't care! I still say if there is a no tolerance policy it should apply to AH too! Since she admitted to hitting him self defense or not didn't matter she still admitted she did that! https://youtu.be/aca0KWoHtqQ",2020-12-08 09:31:21,1.7862455081274892e+16,,1.0,2.4427797906217825e+18,1.790722394557412e+16,7327486156.0,suestrouts,,https://www.instagram.com/suestrouts,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/208381745_1082398775624783_2226180400167434890_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=ba8SWuNbu5kAX_bUpNL&edm=AF1ddXUBAAAA&ccb=7-4&oh=8c9aa0347fd3bd388243da883fb57a9e&oe=6135B751&_nc_sid=3f1853,['https://youtu.be/aca0KWoHtqQ'],1
"@wildflower572 I feel you are quick to jump to AH's defense due to your abuse I guess. BTW I too am a victim of abuse and he's in Prison for it right now!. I still believe she's a bully. Yes every situation is different. Yes I am saying size ( dose not ) matter in an abuse case if you think so tell me why! I still think he makes more sense then she dose. I believe he had more evidence and she changed her story on the stand several times. In her own words she admitted to hitting him, defence or not she still admitted hitting. i don't think it's impossible for a woman to be strong and still be a victim but the same goes for a man! I think she's a bully and a spoiled brat!. I was answering a question on Instagram and why I felt that way. Which is my right! As you have yours! I will believe what I want and your free to believe what you want. I don't care! I still say if there is a no tolerance policy it should apply to AH too! Since she admitted to hitting him self defense or not didn't matter she still admitted she did that! https://youtu.be/aca0KWoHtqQ",2020-12-08 09:31:21,1.7862455081274892e+16,,1.0,2.4427797906217825e+18,1.790722394557412e+16,7327486156.0,suestrouts,,https://www.instagram.com/suestrouts,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/208381745_1082398775624783_2226180400167434890_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=ba8SWuNbu5kAX_bUpNL&edm=AF1ddXUBAAAA&ccb=7-4&oh=8c9aa0347fd3bd388243da883fb57a9e&oe=6135B751&_nc_sid=3f1853,['https://youtu.be/aca0KWoHtqQ'],1
"@wildflower572 I feel you are quick to jump to AH's defense due to your abuse I guess. BTW I too am a victim of abuse and he's in Prison for it right now!. I still believe she's a bully. Yes every situation is different. Yes I am saying size ( dose not ) matter in an abuse case if you think so tell me why! I still think he makes more sense then she dose. I believe he had more evidence and she changed her story on the stand several times. In her own words she admitted to hitting him, defence or not she still admitted hitting. i don't think it's impossible for a woman to be strong and still be a victim but the same goes for a man! I think she's a bully and a spoiled brat!. I was answering a question on Instagram and why I felt that way. Which is my right! As you have yours! I will believe what I want and your free to believe what you want. I don't care! I still say if there is a no tolerance policy it should apply to AH too! Since she admitted to hitting him self defense or not didn't matter she still admitted she did that! https://youtu.be/aca0KWoHtqQ",2020-12-08 09:31:21,1.7862455081274892e+16,,1.0,2.4427797906217825e+18,1.790722394557412e+16,7327486156.0,suestrouts,,https://www.instagram.com/suestrouts,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/208381745_1082398775624783_2226180400167434890_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=ba8SWuNbu5kAX_bUpNL&edm=AF1ddXUBAAAA&ccb=7-4&oh=8c9aa0347fd3bd388243da883fb57a9e&oe=6135B751&_nc_sid=3f1853,['https://youtu.be/aca0KWoHtqQ'],1
@mmarquezani https://www.bbc.com/news/uk-53393254,2020-12-05 08:18:18,1.7864129402180092e+16,,0.0,2.4427797906217825e+18,1.7852163536360774e+16,426528810.0,gauraallen,,https://www.instagram.com/gauraallen,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/26375664_141542253204023_181536323297869824_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=PEGY2iFUgHsAX81PXuC&edm=AF1ddXUBAAAA&ccb=7-4&oh=0ff57635ab1e26d3ae045eb95658d7df&oe=613442FF&_nc_sid=3f1853,['https://www.bbc.com/news/uk-53393254'],1
@mmarquezani https://www.bbc.com/news/uk-53393254,2020-12-05 08:18:18,1.7864129402180092e+16,,0.0,2.4427797906217825e+18,1.7852163536360774e+16,426528810.0,gauraallen,,https://www.instagram.com/gauraallen,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/26375664_141542253204023_181536323297869824_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=PEGY2iFUgHsAX81PXuC&edm=AF1ddXUBAAAA&ccb=7-4&oh=0ff57635ab1e26d3ae045eb95658d7df&oe=613442FF&_nc_sid=3f1853,['https://www.bbc.com/news/uk-53393254'],1
@mmarquezani https://www.bbc.com/news/uk-53393254,2020-12-05 08:18:18,1.7864129402180092e+16,,0.0,2.4427797906217825e+18,1.7852163536360774e+16,426528810.0,gauraallen,,https://www.instagram.com/gauraallen,https://instagram.fmci2-1.fna.fbcdn.net/v/t51.2885-19/s150x150/26375664_141542253204023_181536323297869824_n.jpg?_nc_ht=instagram.fmci2-1.fna.fbcdn.net&_nc_ohc=PEGY2iFUgHsAX81PXuC&edm=AF1ddXUBAAAA&ccb=7-4&oh=0ff57635ab1e26d3ae045eb95658d7df&oe=613442FF&_nc_sid=3f1853,['https://www.bbc.com/news/uk-53393254'],1
@blueorchids1 https://www.dailymail.co.uk/tvshowbiz/article-9047223/TALK-TOWN-Amber-Heard-25k-time-public-speaker.html,2020-12-31 01:36:54,1.7884565098948008e+16,,23.0,2.475209323175212e+18,1.8151994152105216e+16,531034699.0,tammelleoangelo,,https://www.instagram.com/tammelleoangelo,,['https://www.dailymail.co.uk/tvshowbiz/article-9047223/TALK-TOWN-Amber-Heard-25k-time-public-speaker.html'],1
https://youtu.be/H7qItx3k3Z4,2020-12-07 01:59:55,1.7871580967103704e+16,0.0,0.0,2.4573361029925105e+18,,37037947158.0,josegrab7735749,False,https://www.instagram.com/josegrab7735749,,['https://youtu.be/H7qItx3k3Z4'],1
#justiceforjohnnydepp https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,2020-12-21 20:55:05,1.7890065697834356e+16,0.0,4.0,2.468564169674257e+18,,3703701611.0,becauseitsjohnnydepp,False,https://www.instagram.com/becauseitsjohnnydepp,,['https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald'],1
https://fashionhipster.myshopify.com/,2020-12-28 02:53:00,1.7888706391837808e+16,0.0,0.0,2.473623939622799e+18,,1915785541.0,thamina_h,False,https://www.instagram.com/thamina_h,,['https://fashionhipster.myshopify.com/'],1
https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ 🤮💜,2020-12-09 04:47:27,1.7849912672416384e+16,0.0,0.0,2.459409639760351e+18,,4290839190.0,abbey_mjane,False,https://www.instagram.com/abbey_mjane,,['https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ'],1
#justiceforjohnnydepp https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,2020-12-18 19:54:52,1.791891057450292e+16,0.0,1.0,2.466519409728952e+18,,3703701611.0,becauseitsjohnnydepp,False,https://www.instagram.com/becauseitsjohnnydepp,,['https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow'],1
https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ,2020-12-09 04:50:06,1.7869814549133048e+16,2.0,0.0,2.459227354804067e+18,,4290839190.0,abbey_mjane,False,https://www.instagram.com/abbey_mjane,,['https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ'],1
Petition to remove turd from aquaman2 https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2?recruited_by_id=fb12f490-244c-11eb-9f12-4d18c74b7bc0&utm_source=share_petition&utm_medium=copylink&utm_campaign=psf_combo_share_initial,2020-12-10 14:33:12,1.7862387317217962e+16,0.0,1.0,2.459751953586887e+18,,43646628728.0,justine_f_hampton,False,https://www.instagram.com/justine_f_hampton,,['https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2?recruited_by_id=fb12f490-244c-11eb-9f12-4d18c74b7bc0&utm_source=share_petition&utm_medium=copylink&utm_campaign=psf_combo_share_initial'],1
https://www.deadcuts.com/single-post/update-from-mark-keds-in-the-sidney-street-bunker,2020-12-05 23:48:00,1.7862293993249196e+16,0.0,4.0,2.4425307752983204e+18,,174039037.0,solange_era,False,https://www.instagram.com/solange_era,,['https://www.deadcuts.com/single-post/update-from-mark-keds-in-the-sidney-street-bunker'],1
That's FAKE! Read this -> https://www.whats-on-netflix.com/news/did-netflix-remove-johnny-depp-movies/,2020-12-29 03:34:31,1.8045386857283624e+16,0.0,0.0,2.4742561601578307e+18,,4126411117.0,kayleigh139,False,https://www.instagram.com/kayleigh139,,['https://www.whats-on-netflix.com/news/did-netflix-remove-johnny-depp-movies/'],1
https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2020-12-01 22:56:58,1.792317554247017e+16,0.0,0.0,2.454682687842008e+18,,3703701611.0,becauseitsjohnnydepp,False,https://www.instagram.com/becauseitsjohnnydepp,,['https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2'],1
#JusticeForJohnnyDepp #BoycottWarnerBrothers Survivors deserve support and respect https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald,2020-12-03 21:53:33,1.7863622561185908e+16,0.0,0.0,2.4562126547470223e+18,,3703701611.0,becauseitsjohnnydepp,False,https://www.instagram.com/becauseitsjohnnydepp,,['https://www.change.org/p/the-people-warner-bros-bring-johnny-depp-back-as-gellert-grindelwald'],1
"Fun Facts about Zombie Star Amber Heard!
#prettygirl’ #AmberHeard.
#AquamanActress  #Amber  #Heard  #RealLifeFacts
 #Heard  #Playboy #Bunny #NBC #crimedrama, #ThePlayboyClub.
#Acquaman  #Aquaman2  #Acquamanactress #AmberHeard  #johndeep 
https://t.co/jOAxlu6jIU",2020-12-27 08:22:17,1.7856346835383806e+16,0.0,0.0,2.473214141610109e+18,,40846672159.0,oudarrab,False,https://www.instagram.com/oudarrab,,['https://t.co/jOAxlu6jIU'],1
https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ 🤥🤮,2020-12-09 05:01:55,1.7889771202808634e+16,0.0,0.0,2.4586664929188823e+18,,4290839190.0,abbey_mjane,False,https://www.instagram.com/abbey_mjane,,['https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ'],1
"@arc.ieb https://www.gamerant.com/johnny-depp-ecstasy-uk-trial/amp/......""Testimony provided during the U.K. court case covering Depp's libel case against British tabloid The Sun reveals the actor consumed eight ecstasy pills one night during production on the fifth Pirates film, according to The Hollywood Reporter. The actor reportedly embarked on what the outlet describes as a ""campaign of terror"" against his ex-wife Amber Heard that concluded with the tip of his finger being sliced off.""",2020-12-15 01:27:53,1.7850503939417146e+16,,10.0,2.4641647192690893e+18,1.817672939202252e+16,2160983317.0,xallhailthepugofdoomx,,https://www.instagram.com/xallhailthepugofdoomx,,"['https://www.gamerant.com/johnny-depp-ecstasy-uk-trial/amp/......""Testimony']",1
"@xallhailthepugofdoomx https://www.dailymail.co.uk/news/article-7053927/Johnny-Depp-accuses-Amber-Heard-severing-finger-hurling-bottle-vodka-him.html

Johnny Depp accuses Amber Heard of severing his finger by hurling a bottle of vodka at him when 'asked to sign a post-nuptial agreement in attack that resulted in actor contracting MRSA three times and nearly losing his life' 

I’m not even going to ‘argue’ with you anymore because I have no idea what is true or false anymore, fair enough though if that article is indeed true then Depp is 100% in the wrong in that case.",2020-12-15 01:35:58,1.7911736896552598e+16,,10.0,2.4641647192690893e+18,1.817672939202252e+16,39604068712.0,arc.ieb,,https://www.instagram.com/arc.ieb,,['https://www.dailymail.co.uk/news/article-7053927/Johnny-Depp-accuses-Amber-Heard-severing-finger-hurling-bottle-vodka-him.html'],1
"I am here to testify how great man called Dr Best  helped me out with herbs and roots which he prepared for me in use of curing my Herpes. I takes his product (cure) for (14) days before I am to known I was totally cure out of it, and i promised him that i will testify my healing to the whole world about how he cured me which I am very happy I am doing now , Dr Best also cure all kinds of diseases , HEPATITIS, A,B,C , , DIABETICS , FRIBLOD,ALL KINDS OF SPELL CAST ,and so much more , please you can get him contacted on his whatsapp or call on https://wa.me/+2348101018412 or email bestreshagu@gmail.com
He can also cure following virus
(1).Herpes
(2).Cancer
(3).Hepatitis
(5).Pcos
(6).Fibroid",2020-12-15 02:25:38,1.7981514301324016e+16,0.0,0.0,2.462601019874158e+18,,44538255462.0,walag53,False,https://www.instagram.com/walag53,,['https://wa.me/+2348101018412'],1
https://youtu.be/MR7p5Qhj4AE. https://youtu.be/nxz1DuVaRr8.,2020-12-12 15:43:24,1.7863048823258344e+16,0.0,0.0,2.4625255186357043e+18,,15794220150.0,ticetm6,False,https://www.instagram.com/ticetm6,,"['https://youtu.be/MR7p5Qhj4AE', 'https://youtu.be/nxz1DuVaRr8']",2
🔥🔥 https://m.facebook.com/story.php?story_fbid=4208846065798467&id=100000193448787&sfnsn=scwspwa,2020-12-20 21:03:06,1.7897126824726722e+16,0.0,0.0,2.468379139470355e+18,,3594474441.0,alvarezgalejandro,False,https://www.instagram.com/alvarezgalejandro,,['https://m.facebook.com/story.php?story_fbid=4208846065798467&id=100000193448787&sfnsn=scwspwa'],1
https://youtu.be/uretrfMA-Io ребят поставитье дизлайк. Там Эмбер Херд,2020-12-25 10:36:05,1.808227967224103e+16,0.0,0.0,2.47131554929368e+18,,9128202674.0,amankossaga,False,https://www.instagram.com/amankossaga,,['https://youtu.be/uretrfMA-Io'],1
https://youtu.be/uretrfMA-Io вот ссылка для дизлайка!уже 310 тыс.👍,2020-12-29 18:10:27,1.7866083884203548e+16,0.0,0.0,2.47131554929368e+18,,3109020718.0,mandzhi_e,False,https://www.instagram.com/mandzhi_e,,['https://youtu.be/uretrfMA-Io'],1
#justiceforjohnnydepp https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2020-12-10 11:10:02,1.7895802702705444e+16,0.0,0.0,2.459154626707876e+18,,3703701611.0,becauseitsjohnnydepp,False,https://www.instagram.com/becauseitsjohnnydepp,,['https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2'],1
https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ 🤥🤮,2020-12-09 05:02:33,1.808242444023007e+16,0.0,0.0,2.458558954136364e+18,,4290839190.0,abbey_mjane,False,https://www.instagram.com/abbey_mjane,,['https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ'],1
YOU’VE been crucified too dear? Then you must come with us: https://youtu.be/yaW5AndksKc.,2020-12-21 15:52:50,1.7900048611669392e+16,0.0,0.0,2.469089698012586e+18,,15794220150.0,ticetm6,False,https://www.instagram.com/ticetm6,,['https://youtu.be/yaW5AndksKc'],1
"Hood ornament? https://youtu.be/PIU07K_28ck. https://youtu.be/sdktDOeG2VI.  SEE CHILD RAPE ALSO. https://youtu.be/vksEJR9EPQ8. https://youtu.be/tQowAJAZgoU. https://youtu.be/GVDF_GkNAYA. STERILIZING, CHILD MOLESTING PERVERTS WILL NOT REPLACE THE UNITED STATES CONSTITUTION.",2020-12-07 12:16:34,1.7943312835408478e+16,0.0,0.0,2.4587291200520207e+18,,15794220150.0,ticetm6,False,https://www.instagram.com/ticetm6,,"['https://youtu.be/PIU07K_28ck', 'https://youtu.be/sdktDOeG2VI', 'https://youtu.be/vksEJR9EPQ8', 'https://youtu.be/tQowAJAZgoU', 'https://youtu.be/GVDF_GkNAYA']",5
"https://youtu.be/YRpSW12W0X0 https://youtu.be/VkWecKUvS1c. https://youtu.be/wJUn3XkGZVg. RELEASE YOUR HOSTAGES IMMEDIATELY. (FIRE WITH FIRE CAUSED CONFUSION?) HAS TO DO WITH OBSTRUCTION AND MEMORY—TRADING PLACES, SCAPEGOATING VICTIMS. TRANSFERENCE AND EXTORTION:  https://youtu.be/4qGNAAephuk. SEE MENTAL CRUELTY AND VIOLENT BATTERY. https://youtu.be/bMCpVtWFL-Y. THIS IS WHAT IS HAPPENING ABD BEEN HAPPENING SINCE MY GREAT GRAND PARENTS WERE TORTURED.",2020-12-07 12:22:31,1.7903162347611884e+16,0.0,0.0,2.4587291200520207e+18,,15794220150.0,ticetm6,False,https://www.instagram.com/ticetm6,,"['https://youtu.be/YRpSW12W0X0', 'https://youtu.be/VkWecKUvS1c', 'https://youtu.be/wJUn3XkGZVg', 'https://youtu.be/4qGNAAephuk', 'https://youtu.be/bMCpVtWFL-Y']",5
