link,count,n_users
http://chng.it/JDQLmRqM,6,3
http://chng.it/kDLjcZR8,6,3
https://www.nickwallis.com/depp-trial,7,4
www.courttv.com/news/amber-heard-witness-statements-depp-blamed-the-monster-for-physical-verbal-abuse/,6,3
https://youtu.be/ajWdkuvrT6s,1,1
https://youtu.be/5NXtIUv5i2w,1,1
https://youtu.be/6oGLWsrp8PM,1,1
https://youtu.be/sxOM4GrqElw,1,1
https://youtu.be/mGysOICFRlk,1,1
https://lbry.tv/@NerdettesNewsStand:7,4,4
https://referral.rumble.com/dszVtP5hNXYLXqL89,4,4
https://www.youtube.com/channel/UCt4dtZ67qO3xWQSImQjRnJA,4,4
https://www.bitchute.com/channel/a3WbPaAzRKWN/,4,4
https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw/join,4,4
https://www.patreon.com/user?u=21542407,4,4
https://www.subscribestar.com/nerdettesnewsstand,4,4
https://youtu.be/1CzGRg_htjo,2,1
https://youtube.com/playlist?list=PLC18C501EF1060DDF,1,1
https://youtu.be/iiCBgTZm9L4,1,1
https://youtu.be/pZHN3zlTWWs,1,1
https://youtube.com/playlist?list=PL1xxuxjRZvN8FkPtZbED6PawT4mJAZRKa,1,1
https://youtu.be/U3LepJjegko,1,1
https://youtu.be/thr2hikwBUk,1,1
https://youtu.be/nS02sosYBng,1,1
https://help.change.org/s/contactsupport,1,1
https://www.thegeekbuzz.com/the-basement/dceu-actors-under-gag-order-regarding-amber-heard-and-johnny-depp-ordeal/,1,1
https://www.change.org/p/we-support-amber-heard-in-aquaman-2-her-life-and-public-safety-to-save-lives,1,1
https://www.truehollywoodtalk.com/amber-heards-story-cyberabuse-inspires-change-public-safety-save-lives/,1,1
https://helpothers.medium.com/amber-heard-is-innocent-support-her-in-aquaman-2-warner-bros-loreal-united-nations-and-aclu-81f27bc9678b,1,1
https://www.youtube.com/channel/UCjKNc-woAlnxt0H-yJ8RXJg,1,1
http://chng.it/x4PBcHKdwt,1,1
http://chng.it/6fm5X6cBqW,1,1
https://variety.com/2018/biz/news/johnny-depp-location-manager-1202868748/amp/,1,1
https://www.dnaindia.com/hollywood/report-never-abused-amber-heard-or-any-other-woman-in-my-life-johnny-depp-tells-uk-court-2831387/amp,1,1
https://www.upi.com/Archives/1989/03/10/DEPP-STUCK/6813605509200/,1,1
http://news.bbc.co.uk/1/hi/uk/269156.stm,1,1
https://www.change.org/p/dc-entertainment-remove-amber-heard-from-aquaman-2,2,2
https://www.change.org/p/l-or%C3%A9al-remove-amber-heard-as-l-oreal-spokesperson,1,1
https://youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ,1,1
https://youtu.be/_Hgxjru74Uo,1,1
https://youtu.be/VDP9NVQmiXw,1,1
http://chng.it/tdY6DdFSn4,1,1
https://www.youtube.com/watch?v=aca0KWoHtqQ,1,1
https://www.youtube.com/watch?v=Cg9SvQSMnoE,2,2
https://www.youtube.com/watch?v=HwKB80xZdus,1,1
https://www.youtube.com/watch?v=VDP9NVQmiXw,1,1
https://www.youtube.com/watch?v=phtD_zWn8e4,1,1
https://www.youtube.com/watch?v=V7lg69VFSY8,1,1
https://www.youtube.com/watch?v=lslHx-nHjzc,1,1
https://www.youtube.com/watch?v=EKKVxKmw2sc,1,1
https://www.youtube.com/watch?v=lSNZfVhHVQ0,1,1
https://m.youtube.com/watch?v=agUEe-VTDbs,1,1
https://m.youtube.com/watch?v=4mniExt5RV0&t=598s,1,1
https://mobile.twitter.com/LauraBockov?s=20,1,1
https://www.youtube.com/channel/UC7kP,1,1
https://www.youtube.com/channel/UCqUx,1,1
https://www.twitch.tv/podcastnow,1,1
https://www.youtube.com/channel/UCWL_,1,1
https://discord.gg/C2De68m,1,1
https://twitter.com/PodcastNow15,1,1
https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ,2,2
https://t.co/2k1LQqPv7I,1,1
https://t.co/xawHh8vihc,1,1
https://t.co/Nm4Yd8Gxzb,1,1
https://t.co/C4O49OJlGy,1,1
https://t.co/Xoqi8B5ck4,1,1
https://t.co/cpIKViOwvc,1,1
https://t.co/fdHfFAqVSd,1,1
https://t.co/jCECGHSNnf,1,1
https://t.co/m9p0gZLmxK,1,1
https://t.co/xLTlO0wzVH,1,1
https://www.fairfaxcounty.gov/circuit/high-profile-cases,1,1
http://chng.it/MQzNfN4fnK,1,1
http://chng.it/K4GJfL2CPq,1,1
https://www.at-angys.de/jd.html,1,1
https://www.counterfeitgenie.com,7,1
https://black-movies.xyz/movie/464052/wonder-woman-1984.html,1,1
https://black-movies.xyz/,1,1
https://boundingintocomics.com/2020/12/18/aquaman-star-amber-heard-can-now-be-hired-to-speak-on-domestic-abuse-for-30000-usd/,1,1
https://www.instagram.com/storylayoutdotcom/,1,1
https://twitter.com/CelticWarriorNY/status/1280523139966013441?s=19,1,1
https://twitter.com/thaislaguna/status/1285668106141085697?s=19,1,1
https://m.youtube.com/user/GranularHeaven,1,1
https://m.youtube.com/channel/UCOp24og-YLLuvUP4yrJ2cJA,1,1
https://m.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ,1,1
https://www.youtube.com/channel/UC-JK_cgtlZxSvi9yPj0CEig,1,1
https://www.youtube.com/channel/UCPP2obRMCcnokAqR4NzMuwQ,1,1
https://www.youtube.com/watch?v=KhshYyUul1o&t=221s,1,1
https://www.youtube.com/watch?v=mzbwMAj73UQ&t=14s,1,1
https://referral.rumble.com/9TRu,1,1
https://vivabarneslaw.locals.com/,1,1
https://amzn.to/2KxYdTS,1,1
https://amzn.to/3fatuqZ,1,1
