id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,created_at,text,author.id,author.username
7273796230,0,0,0,0,2010-01-01T17:24:48.000Z,"i watched ''Never Back Down'' with Cam Gigandet, Sean Faris and Amber Heard - cool movie. ;)",64387601,imbarcagirl
8049439315,0,0,0,0,2010-01-22T01:02:47.000Z,Browsing: zoy.com - Amber Heard - 3rd Annual Art of Elysium Heaven Gala | Zoy.com Celebrities Video and Image Database http://is.gd/6LMZw,63985045,zorgvideo
8086384369,0,0,0,0,2010-01-22T22:08:24.000Z,Get hot newcomer Amber Heard's Alexander McQueen look on CoutureCandy!... http://bit.ly/54odCh,17948924,CoutureCandy1
7747798230,0,0,0,0,2010-01-14T13:38:48.000Z,"find out y amber heard s a wannabe http://en.wikipedia.org/wiki/File:AmberHeard09TIFF.jpg
http://en.wikipedia.org/wiki/The_Rum_Diary_(film)",91555534,moiJD
7750766708,0,0,0,0,2010-01-14T15:16:39.000Z,Amber Heard EXCLUSIVE!: Amber Heard was seen running errands and shopping in a striped boat neck shirt and carryin... http://bit.ly/7ug7Dh,21739042,BuzzFoto
7750647517,0,0,0,0,2010-01-14T15:12:55.000Z,Watching The Stepfather with my mother :) Amber Heard time is great.,18231897,themagicoflaura
7752931049,0,0,0,0,2010-01-14T16:24:34.000Z,"Amber Heard, hoinara prin Los Angeles dupa ce a jucat cu Johnny Depp: Cand este vorba despre o frumoasa care si-a ... http://bit.ly/5phUdM",85304119,VdtOnline
7758299946,0,0,0,0,2010-01-14T19:21:24.000Z,Who's Amber Heard?,23700974,spreckles
7758181579,1,0,3,0,2010-01-14T19:17:26.000Z,RT @KaylynnMichelle: @ImMattGiraud whos your celeb crush?.....Katy Perry and Amber Heard.,40315069,ImMattGiraud
7692098464,0,0,0,0,2010-01-13T01:41:35.000Z,Celebrities:  Amber Heard | The Stepfather | bikini/underwear | RS/MU/MF | 45mb http://goo.gl/fb/AYPY,100030546,CelebBabes
7706187876,0,0,0,0,2010-01-13T12:23:23.000Z,@FTLMel84 hahaha omg i cant believe he said he loved amber heard.,7860632,ashleighpenders
7702574529,0,0,0,0,2010-01-13T09:15:35.000Z,* a többiek tök átlagosan tolták. amber heard meg továbbra sem hajlandó ruhát felvenni :) azt mondom 1szer elment...,22126172,iaminmfc
7716932656,0,0,0,0,2010-01-13T18:19:00.000Z,well you sure got over Katy quickly!! ;P RT @ImMattGiraud Amber Heard is the love of my young life.,42977120,itzKelseyD
7715212527,0,0,0,0,2010-01-13T17:22:24.000Z,Amber heard in the stepfather. Niceee,32946173,kfoodie
