link,count,n_users
https://youtu.be/uretrfMA-Io,17,8
https://www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,3,3
www.change.org/p/walt-disney-we-want-johnny-depp-back-as-captain-jack-sparrow,10,2
https://mailchi.mp/e05adb114afb/pirateslifeforyou,1,1
https://www.youtube.com/watch?v=B_KgLvcWFTY,1,1
https://shopee.tw/product/402034446/9641633180?smtt=0.402054023-1618595821.9,2,1
https://www.google.com/amp/s/people.com/movies/johnny-depp-manipulative-lie-by-amber-heard-swayed-judge-in-wife-beater-libel-case/%3famp=true,1,1
https://go.hotmart.com/W48420708K🔥🔥🔥🔥🔥,1,1
https://www.bollywoodhungama.com,1,1
https://tse1.mm.bing.net/th?id=OGC.15d6ea3ffd61e8be01677870354dda11&pid=Api&rurl=https%3a%2f%2fmedia.giphy.com%2fmedia%2fU4Gi7gL8Pw9FcXgZHv%2fgiphy.gif&ehk=POZZj%2bqUCboIzOPNH3nBZtWOjD6T2TKJrVdT6KyhiIo%3d,1,1
https://www.reserved.com.my/❤❤❤❤❤,1,1
http://lovefond.ru/stihi/o-lyubvi/lyubimoy-devushke/6.htm,2,1
https://chat.whatsapp.com/HSikqCYAFJAEj2k6zCIqz7,1,1
https://www.facebook.com/100000741613698/posts/3997274196973928/,1,1
https://www.youtube.com/watch?v=M4YwfJyyJMs&t=9s,1,1
http://lovefond.ru/stihi/komplimenty/devushke/,1,1
https://play.google.com/store/apps/details?id=com.indmediaservices.karmaa,1,1
https://www.instagram.com/p/Bl2nrgvg3tb/,1,1
https://www.instagram.com/p/CMM11dhjfA5/?igshid=qnzfa8bayzdp,1,1
https://youtu.be/xYKP_XTQ7vU❤️❤️,1,1
https://www.google.com/amp/s/www.dailymail.co.uk/news/article-7947733/amp/Amber-Heard-admits-hitting-ex-husband-Johnny-Depp-pelting-pots-pans-tape.html,2,1
https://www.instagram.com/ben.ron.526?r=nametag,2,1
https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/22868-mortes-violentas-atingem-ate-11-vezes-mais-homens-que-mulheres-jovens,1,1
https://www.gf.me/u/x7yzas,1,1
https://youtu.be/2IX50wmxIdw,1,1
https://www.digistore24.com/redir/348520/janjuasons/,1,1
https://chat.whatsapp.com/G8INUN8e3GzATVCF7Ak6mS,1,1
Facebook.com/tpgbwp,1,1
https://www.cbr.com/powers-aquamans-trident-neptune-possesses/,1,1
https://www.google.com.mx/amp/s/www.businessinsider.com/johnny-depp-pirates-movie-set-crisis-2017-5%3famp,1,1
https://www.instagram.com/p/CLr-nRfh889/,1,1
https://love.a-angel.ru/stihi/komplimenty-devushke-6.html,1,1
https://www.change.org/p/we-support-amber-heard-in-aquaman-2-her-life-and-public-safety-to-save-lives,1,1
https://www.amazon.com/gp/mpc/A308LIK0DJ7R5G,1,1
gf.me/u/ziffka,1,1
https://scontent.feoh1-1.fna.fbcdn.net/v/t1.0-9/131172114_1469804890076680_5035486488285828205_n.jpg?_nc_cat=110&ccb=3&_nc_sid=730e14&_nc_ohc=feY9ZDh2tPwAX9pkeiD&_nc_ht=scontent.feoh1-1.fna&oh=48e9f27c41b9e0d6fec43cac4f8c3989&oe=6055CB6A,1,1
https://text-pesni.com/ubnh,1,1
https://youtu.be/1MaDAW0jRYM,1,1
youtube.com/BeraniNggak,1,1
https://www.instagram.com/p/CLUhu8iAQVQ/?igshid=a7ahj0v4mhid,1,1
www.facebook.com/jackborse,1,1
https://youtu.be/k3afGW-DZTE,1,1
https://youtu.be/lVhDkUBDQsI,1,1
https://reserved.com.my/,1,1
https://gofund.me/c24fa74f,1,1
https://youtu.be/MUwrEdDy1m0,1,1
https://www.thesun.co.uk/news/uknews/12087519/johnny-depp-knife-amber-heard-cut-audio-court/,6,1
http://chng.it/QL8jB27VLR,1,1
https://youtu.be/25LBTSUEU0A,1,1
https://youtu.be/3gbUtfageZk,1,1
https://40eastend.com/residence/,1,1
https://youtu.be/vMuAq-EVxIw,1,1
https://youtu.be/w3quyLpUuhk,1,1
https://youtu.be/Mmlfr3odWbA,1,1
www.youreadumbass.com,1,1
https://poembook.ru/poem/1325648-devushka-v-plate,1,1
https://t.me/FantasyCloser,1,1
https://youtu.be/cpiVIjrXe2s,1,1
https://youtu.be/7ztENhDCmu8,1,1
https://youtu.be/hWVbVT3igdw,1,1
https://m.facebook.com/safayattaaj/?tsid=0.818125378484297&source=result,1,1
https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.alltime.ru/blog/%3Fpage%3Dpost%26blog%3Dwatchblog%26post_id%3Dkamen-yantar-magicheskie-i-lechebnye-svoystva-vidy-i-tsveta&ved=2ahUKEwjdrrXZiKXvAhWvk4sKHTitDCgQFjADegQIJBAC&usg=AOvVaw328sK6A5xAK06rAQrxfIGZ,1,1
https://onlyfans.com/?ref=120293255,1,1
http://chng.it/NMMX724Z4F,1,1
https://youtu.be/e7aGAIWe3uE,1,1
https://www.youtube.com/watch?v=B_W0BYgwq_s,1,1
https://www.entershanementreviews.com/moviereviews/zacksnydersjusticeleaguereview,1,1
https://youtube.com/c/GamesEduUu,1,1
https://youtube.com/user/drannaknabil,1,1
https://youtu.be/,1,1
https://youtube.com/channel/UChFCj8LYNB5TlkSvvmRuIUw,1,1
https://youtu.be/0hZ-dEn23V8,1,1
https://teespring.com/stores/legendary-mask-5,1,1
http://chng.it/cz7n8nXPMS,1,1
https://stihi-pro.pp.ua/sid_0_cid_1_tid_0/stihi_pro_plat'e.html,1,1
http://chng.it/NWnwqGjC,1,1
https://www.change.org/p/warner-borthers-bring-back-johnny-depp-as-gellert-grindelwald?recruiter=706579544&utm_source=share_petition&utm_medium=copylink&utm_campaign=share_petition&utm_term=share_for_starters_page,1,1
https://www.youtube.com/watch?v=HOlPsUbAHJo,3,1
https://www.2021portugal.eu/en/,1,1
https://scontent.feoh1-1.fna.fbcdn.net/v/t1.0-9/151463526_1347175875616909_2762136440491197391_o.jpg?_nc_cat=109&ccb=3&_nc_sid=0debeb&_nc_ohc=JpmwRxz87igAX9CHulS&_nc_ht=scontent.feoh1-1.fna&oh=4a127045248e9927910d9e37bc8582be&oe=6051AB56,1,1
https://www.impactguru.com/fundraiser/help-kanika-singh,1,1
https://tse2.mm.bing.net/th?id=OGC.6813e006ebd55fda32f0a16a537dba14&pid=Api&rurl=https%3a%2f%2fmedia.giphy.com%2fmedia%2f4afrGNnbTLYYLj8eUB%2fgiphy.gif&ehk=%2fFFA%2fhPLHiEg%2fwBnMKAPOaX4kglkqssGCjoVBz%2bCn9M%3d,1,1
https://youtu.be/wHQHOJQtYTI,1,1
Soundcloud.com/puff-paddy,1,1
https://www.instagram.com/reel/CNCeoMRFkIt/?igshid=g5gg28rzun8p,1,1
https://www.thenews.com.pk/amp/641480-amber-heard-could-be-jailed-for-three-years-domestc-abuse-case-against-johnny-depp,3,1
https://insidethemagic.net/2020/04/amber-heard-jail-time-johnny-depp-defamation-suit-tm1/,3,1
https://www.google.com/amp/s/amp.theguardian.com/film/2020/jul/14/amber-heard-shouted-insults-at-johnny-depp-high-court-told,3,1
https://youtu.be/AfaqWYJ9Q9A,1,1
https://youtu.be/hjpoqDMUczQ,1,1
https://youtu.be/xLVSohBg_yA,1,1
https://www.instagram.com/p/CLfHtgQA5De/?igshid=rhr38lbubz0,1,1
https://t.me/musicmixalltheworld/31,1,1
https://t.me/musicmixalltheworld,1,1
https://hidistore.com,1,1
https://band.us/n/a5a64bGaZfw5m,1,1
https://youtu.be/rPdD9icN5bc,2,1
https://youtu.be/otZL-EfgrG4,1,1
https://moteefe.com/store/jennifer-lawrence-store,1,1
Www.kelas-almani-zarrabi.blogfa.com,2,1
https://www.facebook.com/Iam-Rich-186172076234319/,1,1
https://instagram.com/luckashyowa?igshid=rajepaeupqtk,3,1
https://www.theguardian.com/film/2020/jul/14/johnny-depp-told-bodyguard-that-amber-heard-cut-my-finger-off,2,1
https://www.google.com.br/amp/s/amp.news.com.au/entertainment/celebrity-life/unearthed-texts-to-johnny-depps-doctor-reveal-the-actor-cut-his-own-finger-and-blamed-it-on-exwife-amber-heard/news-story/f9b0aab0c8ad5bc052e8f8791da7d6e7,3,1
https://www.google.com.br/amp/s/www.dailyrecord.co.uk/news/scottish-news/johnny-depps-lawyers-released-images-22316633.amp,2,1
https://www.google.com.br/amp/s/www.irishtimes.com/news/world/uk/depp-may-have-severed-own-finger-according-to-email-to-doctor-court-told-1.4300313%3fmode=amp,2,1
https://meaww.com/sender-of-johnny-depp-texts-admit-cut-left-middle-finger-photo-shows-right-hand-who-sent-amber-heard,2,1
https://youtu.be/l4dSZD3YQ_M,1,1
https://bit.ly/2RQKkE5,1,1
https://www.instagram.com/p/CKOq15lgtFc/?igshid=lproqybhmbks,1,1
https://m.youtube.com/watch?v=pzd4L8E3ymc&t=53s🤑,1,1
https://www.muz1.tv/events/7110,1,1
https://youtu.be/WwlNPhn64TA,1,1
https://rosaavella.mynuskin.com,1,1
https://m.facebook.com/story.php?story_fbid=1304483586593198&id=865616463813248,1,1
https://youtube.com/channel/UC1aXFVDS7j8Ak-uvjT_qRDw,1,1
https://www.cbr.com/johnny-depp-amber-heard-police-body-cam-footage/,1,1
https://youtube.com/channel/UCq16Kp_3EgFYvCGeDyTjDKg,1,1
https://youtu.be/oEaUIWJoX34,1,1
https://instagram.com/johnny.depp.is.a.bully?igshid=srswelq1tdnl,1,1
http://lovefond.ru/stihi/o-lyubvi/lyubimoy-devushke/11.htm,1,1
https://www.independent.co.uk/news/world/americas/us-election-2020/proud-boys-terror-capitol-riot-b1783996.html,1,1
https://anchor.fm/jasasmovies/episodes/Thoughts-on-Zack-Snyders-Cut-and-Justice-League-et8qs9,1,1
https://youtu.be/C9A0UngpSbU,2,1
https://youtu.be/0KsWBloi8sg,1,1
https://www.whats-on-netflix.com/news/did-netflix-remove-johnny-depp-movies/,1,1
https://www.youtube.com/watch?v=2I4_qviUD60,2,1
https://www.ign.com/articles/armor-wars-announced-for-disney-plus-starring-don-cheadle-as-war-machine?amp=1,3,1
https://fpyouthcollab.org/op-eds/activism-and-community/the-benefits-of-drug-legalization/,1,1
https://youtu.be/ykPgjXNwwkE,1,1
https://tech.hindustantimes.com/tv/news/zack-snyder-s-justice-league-streamed-100-000-times-in-just-3-days-71616396352297.html,1,1
https://4starriot.com,1,1
https://youtube.com/channel/UC1llVXxB6iee_LpTc-dbXUg,1,1
https://youtu.be/rFmGxGUaqZc,1,1
https://youtu.be/pUdwGOoP13g,1,1
https://youtu.be/0SQazmrMKqU,1,1
https://youtu.be/qh_fUMgFomk,1,1
https://youtu.be/PX7LLua5NCM,1,1
https://www.instagram.com/tv/COBnsi0jdRl/?igshid=1nweypcu12nc7,1,1
https://www.dailymail.co.uk/news/article-9474979/amp/Johnny-Depp-says-police-bodycam-footage-PROVES-Amber-Heard-lying.html#click=https://t.co/DPCSOVywHY,1,1
https://www.instagram.com/p/CKdp5Q-roNw/?igshid=1ajm1jw7tudyb,1,1
https://instagram.com/olga.boo?igshid=x3xxf8xry17w,2,1
https://chat.whatsapp.com/KNKGVcbAVYx4JIaKq0SQ48,1,1
https://rojakdaily.com/entertainment/article/11686/amber-heard-fired-from-aquaman-2-following-divorce-controversy-here-s-the-full-story,6,1
